keyword,publication_year,count,normalized_count
blockchain,2015,37,0.018527791687531298
blockchain,2016,160,0.08012018027040561
blockchain,2017,569,0.28492739108662996
blockchain,2018,1203,0.6024036054081122
blockchain,2019,1732,0.8673009514271407
blockchain,2020,1997,1.0
blockchain,2021,1848,0.9253880821231848
blockchain,2022,1435,0.7185778668002003
blockchain,2023,787,0.3940911367050576
blockchain,2024,229,0.11467200801201803
blockchain,2025,2,0.00100150225338007
